candidate_id,skill_name,assessment_score
CAND_0046802,Computer Vision,63.1
CAND_0046802,OpenCV,58.0
CAND_0046809,Data Science,26.4
CAND_0046813,Speech Recognition,68.8
CAND_0046813,Elasticsearch,55.6
CAND_0046813,Kubeflow,50.8
CAND_0046813,Data Science,59.8
CAND_0046823,Diffusion Models,31.5
CAND_0046834,Pinecone,47.8
CAND_0046836,BM25,46.0
CAND_0046840,OpenCV,74.3
CAND_0046841,Fine-tuning LLMs,29.5
CAND_0046841,Pinecone,26.0
CAND_0046845,Kubeflow,29.0
CAND_0046854,Object Detection,61.6
CAND_0046857,Reinforcement Learning,59.4
CAND_0046866,Feature Engineering,27.9
CAND_0046867,Deep Learning,33.6
CAND_0046877,Image Classification,32.6
CAND_0046879,Time Series,49.5
CAND_0046881,LlamaIndex,66.7
CAND_0046890,Vector Search,58.4
CAND_0046895,BentoML,59.7
CAND_0046896,Statistical Modeling,71.5
CAND_0046897,TTS,33.0
CAND_0046902,Forecasting,50.2
CAND_0046907,MLOps,54.7
CAND_0046910,Computer Vision,26.0
CAND_0046912,Object Detection,48.4
CAND_0046918,RAG,76.0
CAND_0046923,OpenCV,26.1
CAND_0046924,Feature Engineering,84.6
CAND_0046924,Kubeflow,82.2
CAND_0046927,Statistical Modeling,43.1
CAND_0046933,Prompt Engineering,62.7
CAND_0046940,Information Retrieval,34.1
CAND_0046942,OpenCV,70.9
CAND_0046944,YOLO,50.4
CAND_0046945,NLP,27.0
CAND_0046951,Statistical Modeling,47.3
CAND_0046953,PyTorch,53.8
CAND_0046956,Feature Engineering,64.5
CAND_0046959,Fine-tuning LLMs,55.0
CAND_0046959,Speech Recognition,69.4
CAND_0046959,LLMs,30.5
CAND_0046961,YOLO,61.1
CAND_0046966,QLoRA,79.7
CAND_0046966,Diffusion Models,56.3
CAND_0046973,Hugging Face Transformers,80.2
CAND_0046973,FAISS,46.1
CAND_0046973,Prompt Engineering,72.3
CAND_0046973,Fine-tuning LLMs,68.2
CAND_0046981,Semantic Search,37.2
CAND_0046989,Milvus,61.3
CAND_0046989,Pinecone,66.5
CAND_0046991,GANs,57.3
CAND_0046998,Speech Recognition,68.3
CAND_0046998,Object Detection,33.5
CAND_0046998,YOLO,57.4
CAND_0047003,MLflow,53.2
CAND_0047010,Computer Vision,46.8
CAND_0047014,Vector Search,46.4
CAND_0047014,Speech Recognition,56.3
CAND_0047021,Computer Vision,58.8
CAND_0047021,YOLO,48.2
CAND_0047022,Learning to Rank,34.5
CAND_0047022,Diffusion Models,51.7
CAND_0047022,Weights & Biases,47.9
CAND_0047024,Diffusion Models,61.1
CAND_0047027,Data Science,35.7
CAND_0047029,YOLO,64.6
CAND_0047036,GANs,37.1
CAND_0047055,PEFT,61.1
CAND_0047059,Image Classification,81.4
CAND_0047060,Forecasting,39.7
CAND_0047064,OpenCV,53.0
CAND_0047075,GANs,68.3
CAND_0047081,BentoML,72.8
CAND_0047083,Feature Engineering,43.4
CAND_0047083,Statistical Modeling,25.4
CAND_0047083,Elasticsearch,68.9
CAND_0047090,Speech Recognition,58.4
CAND_0047094,OpenCV,51.5
CAND_0047095,Kubeflow,55.7
CAND_0047095,GANs,81.5
CAND_0047095,Diffusion Models,60.4
CAND_0047124,Object Detection,53.1
CAND_0047137,Time Series,21.1
CAND_0047142,ASR,28.6
CAND_0047149,Reinforcement Learning,55.9
CAND_0047154,Deep Learning,63.9
CAND_0047154,Information Retrieval,68.7
CAND_0047156,Feature Engineering,62.4
CAND_0047172,Learning to Rank,53.6
CAND_0047174,Image Classification,48.8
CAND_0047174,ASR,41.1
CAND_0047174,GANs,35.5
CAND_0047186,MLOps,66.7
CAND_0047202,Diffusion Models,59.9
CAND_0047205,TTS,42.0
CAND_0047205,Weights & Biases,66.6
CAND_0047205,Machine Learning,47.7
CAND_0047205,Vector Search,51.1
CAND_0047205,ASR,78.7
CAND_0047210,Kubeflow,77.7
CAND_0047213,Time Series,63.2
CAND_0047213,Vector Search,79.6
CAND_0047220,Qdrant,76.2
CAND_0047225,Weights & Biases,20.3
CAND_0047227,pgvector,53.4
CAND_0047227,YOLO,80.4
CAND_0047229,LangChain,40.4
CAND_0047230,BentoML,35.2
CAND_0047238,Reinforcement Learning,41.8
CAND_0047238,Semantic Search,38.9
CAND_0047238,Statistical Modeling,26.3
CAND_0047239,Image Classification,31.2
CAND_0047240,Weights & Biases,29.8
CAND_0047247,Qdrant,71.2
CAND_0047249,Statistical Modeling,52.2
CAND_0047260,Object Detection,39.0
CAND_0047260,Time Series,46.8
CAND_0047260,Weights & Biases,41.0
CAND_0047260,Hugging Face Transformers,82.0
CAND_0047260,Python,81.6
CAND_0047261,BentoML,30.1
CAND_0047262,Fine-tuning LLMs,53.3
CAND_0047262,Diffusion Models,71.7
CAND_0047269,Weaviate,33.2
CAND_0047269,Machine Learning,64.1
CAND_0047271,Reinforcement Learning,38.7
CAND_0047272,Kubeflow,45.5
CAND_0047272,scikit-learn,71.9
CAND_0047272,Diffusion Models,75.7
CAND_0047274,Feature Engineering,35.3
CAND_0047275,scikit-learn,37.5
CAND_0047275,Diffusion Models,50.7
CAND_0047276,Kubeflow,63.7
CAND_0047276,Fine-tuning LLMs,65.2
CAND_0047276,Forecasting,60.3
CAND_0047276,pgvector,41.9
CAND_0047276,LoRA,50.1
CAND_0047286,pgvector,56.1
CAND_0047287,Forecasting,76.0
CAND_0047288,MLOps,44.7
CAND_0047302,Recommendation Systems,68.8
CAND_0047302,Computer Vision,70.4
CAND_0047302,BentoML,75.8
CAND_0047302,Weights & Biases,36.6
CAND_0047304,Reinforcement Learning,69.2
CAND_0047307,Image Classification,41.1
CAND_0047310,Computer Vision,74.3
CAND_0047310,Forecasting,75.3
CAND_0047310,Kubeflow,81.8
CAND_0047310,Pinecone,64.6
CAND_0047313,Speech Recognition,50.4
CAND_0047314,CNN,36.3
CAND_0047315,MLflow,23.7
CAND_0047316,CNN,57.8
CAND_0047319,CNN,61.2
CAND_0047320,Statistical Modeling,42.0
CAND_0047324,Diffusion Models,65.3
CAND_0047340,Recommendation Systems,64.3
CAND_0047342,Kubeflow,71.6
CAND_0047346,MLOps,22.0
CAND_0047350,Deep Learning,75.2
CAND_0047350,Elasticsearch,42.2
CAND_0047355,Forecasting,22.3
CAND_0047360,OpenCV,56.9
CAND_0047361,Vector Search,70.1
CAND_0047362,Kubeflow,42.8
CAND_0047368,Data Science,68.3
CAND_0047370,Forecasting,29.8
CAND_0047373,Image Classification,26.4
CAND_0047373,Kubeflow,60.1
CAND_0047374,Weights & Biases,69.7
CAND_0047379,Forecasting,63.7
CAND_0047384,scikit-learn,44.4
CAND_0047385,TensorFlow,47.1
CAND_0047385,Computer Vision,65.3
CAND_0047387,Weights & Biases,65.0
CAND_0047398,Qdrant,74.4
CAND_0047406,PyTorch,57.3
CAND_0047406,Computer Vision,69.6
CAND_0047406,Elasticsearch,78.0
CAND_0047411,BM25,51.8
CAND_0047411,BentoML,73.4
CAND_0047420,Kubeflow,32.8
CAND_0047422,Forecasting,40.6
CAND_0047433,TTS,63.9
CAND_0047437,Kubeflow,49.3
CAND_0047442,OpenSearch,71.3
CAND_0047443,Feature Engineering,58.5
CAND_0047446,Diffusion Models,44.9
CAND_0047450,Haystack,60.2
CAND_0047451,Time Series,62.9
CAND_0047453,YOLO,39.0
CAND_0047453,Diffusion Models,25.2
CAND_0047455,Diffusion Models,56.0
CAND_0047457,Speech Recognition,67.3
CAND_0047457,Semantic Search,43.7
CAND_0047458,Object Detection,35.2
CAND_0047459,Forecasting,51.3
CAND_0047463,Weights & Biases,52.2
CAND_0047466,Object Detection,66.4
CAND_0047466,YOLO,77.1
CAND_0047466,Kubeflow,59.9
CAND_0047466,GANs,36.1
CAND_0047466,Weaviate,49.1
CAND_0047467,RAG,47.5
CAND_0047475,OpenCV,68.8
CAND_0047475,MLOps,66.5
CAND_0047475,Python,71.2
CAND_0047481,CNN,56.7
CAND_0047482,Object Detection,35.3
CAND_0047482,ASR,48.8
CAND_0047482,Time Series,59.3
CAND_0047484,GANs,39.2
CAND_0047489,Weights & Biases,25.5
CAND_0047490,Fine-tuning LLMs,47.7
CAND_0047492,Time Series,41.4
CAND_0047492,Speech Recognition,83.9
CAND_0047492,Information Retrieval,78.3
CAND_0047492,Weights & Biases,82.1
CAND_0047499,Image Classification,45.4
CAND_0047500,Kubeflow,33.0
CAND_0047500,Speech Recognition,73.1
CAND_0047500,GANs,69.2
CAND_0047501,BentoML,77.8
CAND_0047502,ASR,43.6
CAND_0047503,Machine Learning,26.1
CAND_0047504,TTS,64.1
CAND_0047510,BentoML,48.4
CAND_0047511,Sentence Transformers,37.5
CAND_0047515,Time Series,48.5
CAND_0047521,YOLO,68.5
CAND_0047521,Speech Recognition,42.8
CAND_0047521,scikit-learn,51.3
CAND_0047521,RAG,42.0
CAND_0047523,Time Series,36.1
CAND_0047538,MLflow,33.0
CAND_0047539,LangChain,72.4
CAND_0047539,OpenCV,33.4
CAND_0047539,Information Retrieval,52.3
CAND_0047542,Learning to Rank,67.3
CAND_0047548,Diffusion Models,49.8
CAND_0047559,Data Science,62.7
CAND_0047561,Kubeflow,46.6
CAND_0047566,OpenCV,64.8
CAND_0047566,Computer Vision,60.9
CAND_0047588,Prompt Engineering,30.4
CAND_0047597,Computer Vision,61.4
CAND_0047597,OpenCV,60.1
CAND_0047597,LlamaIndex,41.6
CAND_0047597,PyTorch,70.6
CAND_0047599,Vector Search,51.0
CAND_0047600,MLOps,68.1
CAND_0047612,Diffusion Models,29.1
CAND_0047619,YOLO,72.2
CAND_0047622,Data Science,58.8
CAND_0047623,Machine Learning,48.5
CAND_0047628,QLoRA,28.6
CAND_0047633,Machine Learning,51.0
CAND_0047633,Diffusion Models,66.7
CAND_0047647,Data Science,48.1
CAND_0047649,Machine Learning,59.4
CAND_0047654,Statistical Modeling,24.8
CAND_0047660,Object Detection,74.3
CAND_0047660,BentoML,68.2
CAND_0047669,ASR,41.0
CAND_0047672,TTS,48.2
CAND_0047677,Object Detection,35.4
CAND_0047682,ASR,62.0
CAND_0047682,Embeddings,78.3
CAND_0047682,Time Series,60.8
CAND_0047682,LlamaIndex,49.1
CAND_0047687,Learning to Rank,34.8
CAND_0047688,Object Detection,53.0
CAND_0047698,TTS,56.0
CAND_0047698,Feature Engineering,49.9
CAND_0047698,Learning to Rank,44.4
CAND_0047705,CNN,37.0
CAND_0047706,MLflow,44.7
CAND_0047706,Data Science,50.2
CAND_0047710,MLflow,73.5
CAND_0047711,TTS,58.6
CAND_0047712,NLP,72.9
CAND_0047716,Time Series,54.5
CAND_0047719,Speech Recognition,49.5
CAND_0047721,Learning to Rank,82.8
CAND_0047721,Milvus,73.6
CAND_0047721,BM25,82.4
CAND_0047721,RAG,60.3
CAND_0047721,Information Retrieval,87.8
CAND_0047723,Sentence Transformers,43.1
CAND_0047723,OpenCV,48.1
CAND_0047725,CNN,53.5
CAND_0047728,Object Detection,63.3
CAND_0047731,GANs,62.1
CAND_0047733,Image Classification,26.1
CAND_0047734,Computer Vision,70.7
CAND_0047755,MLflow,43.0
CAND_0047758,ASR,28.2
CAND_0047763,Deep Learning,45.6
CAND_0047763,MLflow,75.9
CAND_0047765,Weights & Biases,56.3
CAND_0047767,TTS,43.1
CAND_0047767,Data Science,79.4
CAND_0047767,TensorFlow,55.0
CAND_0047767,Qdrant,79.2
CAND_0047768,Reinforcement Learning,57.0
CAND_0047771,OpenCV,21.0
CAND_0047785,GANs,66.0
CAND_0047787,MLOps,57.5
CAND_0047788,OpenCV,47.8
CAND_0047789,ASR,66.7
CAND_0047796,Reinforcement Learning,68.7
CAND_0047799,Vector Search,63.9
CAND_0047801,ASR,71.3
CAND_0047810,Diffusion Models,34.8
CAND_0047812,Image Classification,65.3
CAND_0047813,RAG,76.1
CAND_0047815,LoRA,36.2
CAND_0047815,LangChain,40.6
CAND_0047816,Data Science,66.2
CAND_0047816,MLflow,57.4
CAND_0047816,ASR,44.5
CAND_0047816,Qdrant,46.6
CAND_0047816,YOLO,43.9
CAND_0047818,Kubeflow,46.2
CAND_0047829,Learning to Rank,70.5
CAND_0047829,TTS,64.3
CAND_0047842,scikit-learn,43.2
CAND_0047842,Data Science,35.1
CAND_0047847,Diffusion Models,69.1
CAND_0047857,MLOps,37.3
CAND_0047857,Image Classification,28.7
CAND_0047863,Object Detection,52.1
CAND_0047865,YOLO,35.4
CAND_0047867,Kubeflow,66.5
CAND_0047873,Computer Vision,56.7
CAND_0047876,OpenCV,24.3
CAND_0047879,LlamaIndex,51.0
CAND_0047883,Computer Vision,68.3
CAND_0047889,ASR,34.8
CAND_0047891,Milvus,27.9
CAND_0047893,Data Science,34.3
CAND_0047898,Prompt Engineering,42.4
CAND_0047898,PEFT,51.3
CAND_0047898,CNN,49.8
CAND_0047905,TTS,64.7
CAND_0047905,Kubeflow,38.3
CAND_0047905,Statistical Modeling,50.7
CAND_0047905,MLOps,52.7
CAND_0047905,Time Series,78.1
CAND_0047906,Milvus,46.1
CAND_0047906,MLflow,35.6
CAND_0047907,Computer Vision,54.1
CAND_0047907,BentoML,86.0
CAND_0047908,QLoRA,73.8
CAND_0047913,Time Series,60.8
CAND_0047913,Data Science,65.6
CAND_0047917,Speech Recognition,50.2
CAND_0047918,Kubeflow,72.6
CAND_0047920,Data Science,52.3
CAND_0047921,CNN,63.7
CAND_0047922,ASR,74.9
CAND_0047923,MLOps,41.6
CAND_0047924,Computer Vision,53.5
CAND_0047926,Speech Recognition,44.3
CAND_0047928,Elasticsearch,76.7
CAND_0047928,Time Series,44.9
CAND_0047936,YOLO,57.1
CAND_0047938,OpenCV,48.1
CAND_0047939,Feature Engineering,46.9
CAND_0047939,Weights & Biases,67.3
CAND_0047947,Speech Recognition,33.2
CAND_0047947,GANs,63.2
CAND_0047947,MLOps,69.4
CAND_0047949,Data Science,69.0
CAND_0047954,Image Classification,30.9
CAND_0047960,Kubeflow,38.5
CAND_0047961,YOLO,33.4
CAND_0047961,Weights & Biases,58.3
CAND_0047964,QLoRA,67.8
CAND_0047964,PyTorch,66.3
CAND_0047967,Data Science,37.3
CAND_0047972,Recommendation Systems,30.3
CAND_0047974,Time Series,62.7
CAND_0047975,Fine-tuning LLMs,51.1
CAND_0047975,Reinforcement Learning,67.6
CAND_0047975,Machine Learning,63.1
CAND_0047975,Diffusion Models,54.0
CAND_0047981,Computer Vision,42.0
CAND_0047981,Object Detection,46.9
CAND_0047987,GANs,67.1
CAND_0047988,Reinforcement Learning,38.1
CAND_0047991,MLflow,56.4
CAND_0047991,TTS,56.6
CAND_0047991,Weights & Biases,43.5
CAND_0047991,RAG,53.4
CAND_0047991,Deep Learning,46.3
CAND_0047995,Weights & Biases,68.7
CAND_0047996,BM25,62.1
CAND_0047996,ASR,35.8
CAND_0048000,Deep Learning,56.0
CAND_0048002,Diffusion Models,48.0
CAND_0048002,YOLO,43.6
CAND_0048002,Speech Recognition,69.3
CAND_0048003,Weaviate,44.3
CAND_0048003,ASR,59.7
CAND_0048005,PyTorch,44.0
CAND_0048005,YOLO,65.6
CAND_0048005,Diffusion Models,54.7
CAND_0048007,Kubeflow,67.6
CAND_0048011,Object Detection,25.9
CAND_0048018,LlamaIndex,66.4
CAND_0048024,Elasticsearch,73.4
CAND_0048027,Learning to Rank,54.2
CAND_0048028,ASR,39.4
CAND_0048031,Semantic Search,51.7
CAND_0048034,Pinecone,35.6
CAND_0048034,MLflow,35.6
CAND_0048035,MLflow,37.8
CAND_0048041,TTS,75.9
CAND_0048048,Speech Recognition,51.8
CAND_0048052,GANs,69.7
CAND_0048054,Weights & Biases,47.5
CAND_0048054,Speech Recognition,59.1
CAND_0048054,LLMs,69.3
CAND_0048058,Kubeflow,70.3
CAND_0048058,Hugging Face Transformers,76.8
CAND_0048058,Time Series,77.1
CAND_0048058,Weaviate,77.9
CAND_0048058,BentoML,64.3
CAND_0048069,NLP,61.8
CAND_0048069,LangChain,62.2
CAND_0048070,Qdrant,58.4
CAND_0048070,Machine Learning,28.4
CAND_0048083,Feature Engineering,23.6
CAND_0048088,MLflow,23.8
CAND_0048090,Diffusion Models,65.2
CAND_0048091,TTS,48.7
CAND_0048094,Reinforcement Learning,60.0
CAND_0048094,Learning to Rank,58.4
CAND_0048112,GANs,46.3
CAND_0048112,BentoML,42.3
CAND_0048115,TensorFlow,57.9
CAND_0048115,Reinforcement Learning,62.7
CAND_0048115,Vector Search,63.8
CAND_0048122,PyTorch,38.2
CAND_0048126,Reinforcement Learning,47.7
CAND_0048132,Diffusion Models,51.3
CAND_0048137,YOLO,55.1
CAND_0048141,Image Classification,56.2
CAND_0048145,Prompt Engineering,43.3
CAND_0048149,Statistical Modeling,54.8
CAND_0048150,Speech Recognition,27.1
CAND_0048151,Forecasting,36.4
CAND_0048152,Computer Vision,57.4
CAND_0048156,OpenCV,45.3
CAND_0048157,Diffusion Models,26.7
CAND_0048157,Qdrant,74.1
CAND_0048158,Hugging Face Transformers,54.3
CAND_0048166,Image Classification,51.0
CAND_0048166,Pinecone,49.5
CAND_0048166,Recommendation Systems,65.2
CAND_0048166,Object Detection,65.3
CAND_0048166,Qdrant,78.6
CAND_0048169,Data Science,31.0
CAND_0048172,OpenCV,56.6
CAND_0048173,YOLO,48.8
CAND_0048181,GANs,35.6
CAND_0048182,MLOps,74.7
CAND_0048182,scikit-learn,59.5
CAND_0048185,OpenCV,41.8
CAND_0048190,Prompt Engineering,71.0
CAND_0048190,ASR,59.5
CAND_0048190,Time Series,67.8
CAND_0048192,Diffusion Models,40.1
CAND_0048192,PyTorch,39.6
CAND_0048195,Embeddings,71.3
CAND_0048198,MLflow,54.9
CAND_0048198,pgvector,76.3
CAND_0048201,MLflow,37.6
CAND_0048202,Feature Engineering,57.3
CAND_0048206,Data Science,62.9
CAND_0048208,MLflow,62.0
CAND_0048208,Object Detection,26.1
CAND_0048209,Forecasting,33.8
CAND_0048209,Reinforcement Learning,43.4
CAND_0048210,Weights & Biases,41.9
CAND_0048210,Speech Recognition,62.5
CAND_0048211,NLP,62.0
CAND_0048214,pgvector,57.2
CAND_0048217,Fine-tuning LLMs,63.1
CAND_0048219,Python,76.2
CAND_0048219,ASR,59.6
CAND_0048219,Feature Engineering,66.2
CAND_0048225,Forecasting,21.8
CAND_0048230,CNN,71.1
CAND_0048230,Object Detection,38.4
CAND_0048230,Diffusion Models,73.6
CAND_0048230,Weights & Biases,51.0
CAND_0048231,CNN,77.3
CAND_0048231,Feature Engineering,64.8
CAND_0048231,Data Science,62.3
CAND_0048232,Reinforcement Learning,26.9
CAND_0048232,Hugging Face Transformers,49.6
CAND_0048237,Weights & Biases,33.9
CAND_0048240,QLoRA,56.0
CAND_0048240,LoRA,57.5
CAND_0048241,PyTorch,66.0
CAND_0048253,Reinforcement Learning,73.6
CAND_0048255,Object Detection,33.1
CAND_0048263,OpenCV,43.1
CAND_0048265,RAG,63.4
CAND_0048265,Computer Vision,44.4
CAND_0048266,Learning to Rank,78.5
CAND_0048266,Feature Engineering,57.6
CAND_0048266,BentoML,50.9
CAND_0048270,Statistical Modeling,22.7
CAND_0048277,Data Science,27.1
CAND_0048279,Computer Vision,70.8
CAND_0048282,OpenCV,31.1
CAND_0048282,Pinecone,61.7
CAND_0048286,Information Retrieval,62.9
CAND_0048287,Statistical Modeling,65.2
CAND_0048291,LLMs,28.5
CAND_0048291,Weaviate,75.0
CAND_0048292,Weights & Biases,59.4
CAND_0048294,YOLO,37.6
CAND_0048294,Data Science,32.9
CAND_0048295,Speech Recognition,60.6
CAND_0048295,OpenCV,58.9
CAND_0048296,BentoML,53.1
CAND_0048296,Object Detection,40.0
CAND_0048296,Data Science,64.1
CAND_0048306,Computer Vision,58.6
CAND_0048310,Reinforcement Learning,57.5
CAND_0048315,Learning to Rank,77.4
CAND_0048317,Data Science,64.7
CAND_0048320,GANs,70.9
CAND_0048321,CNN,40.6
CAND_0048323,Time Series,48.9
CAND_0048323,YOLO,74.9
CAND_0048327,Feature Engineering,65.6
CAND_0048329,TensorFlow,38.6
CAND_0048330,MLflow,51.0
CAND_0048333,Kubeflow,36.2
CAND_0048340,RAG,51.4
CAND_0048341,Computer Vision,35.1
CAND_0048342,Forecasting,63.7
CAND_0048343,MLOps,63.2
CAND_0048354,ASR,27.1
CAND_0048355,Feature Engineering,62.9
CAND_0048357,CNN,63.7
CAND_0048360,Elasticsearch,62.9
CAND_0048360,RAG,70.5
CAND_0048360,Object Detection,48.6
CAND_0048360,Information Retrieval,72.6
CAND_0048363,MLOps,44.2
CAND_0048367,PEFT,59.2
CAND_0048377,TTS,23.6
CAND_0048379,Object Detection,69.9
CAND_0048382,Kubeflow,46.4
CAND_0048383,Computer Vision,37.7
CAND_0048383,MLOps,51.5
CAND_0048384,Diffusion Models,51.5
CAND_0048386,LlamaIndex,68.5
CAND_0048386,CNN,50.6
CAND_0048386,MLOps,71.7
CAND_0048388,Image Classification,64.5
CAND_0048388,RAG,46.3
CAND_0048390,Feature Engineering,73.1
CAND_0048398,Image Classification,62.2
CAND_0048404,YOLO,28.7
CAND_0048405,Statistical Modeling,61.9
CAND_0048405,Image Classification,29.7
CAND_0048411,Feature Engineering,44.9
CAND_0048413,Information Retrieval,51.2
CAND_0048415,Object Detection,39.8
CAND_0048417,YOLO,70.2
CAND_0048418,Prompt Engineering,63.3
CAND_0048421,Speech Recognition,51.4
CAND_0048426,Image Classification,53.9
CAND_0048426,Kubeflow,64.5
CAND_0048428,YOLO,32.5
CAND_0048428,GANs,34.3
CAND_0048430,Vector Search,67.9
CAND_0048430,RAG,64.4
CAND_0048430,Data Science,58.8
CAND_0048433,Reinforcement Learning,54.7
CAND_0048433,TTS,42.6
CAND_0048434,Pinecone,37.2
CAND_0048434,QLoRA,54.0
CAND_0048434,CNN,77.2
CAND_0048436,Learning to Rank,51.1
CAND_0048445,BentoML,24.9
CAND_0048453,Weights & Biases,25.2
CAND_0048455,Weights & Biases,66.2
CAND_0048459,Time Series,51.7
CAND_0048459,Data Science,68.4
CAND_0048460,GANs,47.0
CAND_0048460,LoRA,42.7
CAND_0048460,Hugging Face Transformers,45.8
CAND_0048463,Kubeflow,30.1
CAND_0048466,MLflow,60.3
CAND_0048471,Machine Learning,67.7
CAND_0048472,Object Detection,46.8
CAND_0048473,Sentence Transformers,56.2
CAND_0048473,GANs,49.2
CAND_0048473,Embeddings,64.0
CAND_0048473,Feature Engineering,76.2
CAND_0048476,Speech Recognition,28.4
CAND_0048483,Time Series,65.9
CAND_0048484,Forecasting,21.9
CAND_0048486,Information Retrieval,70.7
CAND_0048488,LoRA,26.7
CAND_0048488,Speech Recognition,34.6
CAND_0048490,CNN,34.9
CAND_0048491,Reinforcement Learning,59.7
CAND_0048500,FAISS,63.2
CAND_0048501,Data Science,67.0
CAND_0048502,Recommendation Systems,69.0
CAND_0048503,CNN,60.1
CAND_0048503,MLflow,37.2
CAND_0048503,Sentence Transformers,76.4
CAND_0048504,ASR,41.7
CAND_0048505,Speech Recognition,31.2
CAND_0048509,Statistical Modeling,52.6
CAND_0048509,Learning to Rank,49.6
CAND_0048509,Pinecone,79.2
CAND_0048509,OpenCV,67.2
CAND_0048514,Feature Engineering,41.1
CAND_0048518,ASR,29.4
CAND_0048523,Forecasting,58.2
CAND_0048527,Image Classification,46.6
CAND_0048532,Information Retrieval,34.4
CAND_0048534,Statistical Modeling,50.4
CAND_0048534,Embeddings,62.5
CAND_0048534,Pinecone,42.0
CAND_0048534,RAG,63.0
CAND_0048534,Machine Learning,67.7
CAND_0048544,PyTorch,38.4
CAND_0048544,PEFT,71.9
CAND_0048547,OpenCV,29.6
CAND_0048552,MLflow,45.6
CAND_0048553,ASR,20.5
CAND_0048555,NLP,60.8
CAND_0048555,Diffusion Models,38.6
CAND_0048559,Statistical Modeling,63.8
CAND_0048563,BM25,45.8
CAND_0048568,BentoML,30.2
CAND_0048569,Statistical Modeling,30.4
CAND_0048572,TTS,45.2
CAND_0048573,ASR,71.4
CAND_0048574,MLOps,20.0
CAND_0048577,Kubeflow,39.4
CAND_0048577,MLflow,77.6
CAND_0048578,Machine Learning,47.7
CAND_0048585,MLOps,45.7
CAND_0048599,Reinforcement Learning,66.4
CAND_0048600,BentoML,21.4
CAND_0048610,YOLO,22.3
CAND_0048613,YOLO,37.7
CAND_0048613,Diffusion Models,34.8
CAND_0048616,Speech Recognition,70.4
CAND_0048623,Machine Learning,58.0
CAND_0048623,CNN,25.6
CAND_0048623,Speech Recognition,36.9
CAND_0048624,MLOps,56.1
CAND_0048626,Elasticsearch,78.6
CAND_0048626,Fine-tuning LLMs,71.2
CAND_0048628,Reinforcement Learning,59.4
CAND_0048628,Learning to Rank,26.4
CAND_0048628,YOLO,39.2
CAND_0048631,TTS,35.0
CAND_0048633,TTS,31.7
CAND_0048645,Time Series,49.3
CAND_0048646,Forecasting,24.5
CAND_0048648,Object Detection,31.1
CAND_0048659,Feature Engineering,71.8
CAND_0048660,LangChain,46.6
CAND_0048661,OpenCV,36.8
CAND_0048661,Image Classification,65.9
CAND_0048661,FAISS,74.7
CAND_0048664,Forecasting,41.6
CAND_0048666,Diffusion Models,40.6
CAND_0048668,Image Classification,36.7
CAND_0048669,OpenCV,37.2
CAND_0048673,PyTorch,76.7
CAND_0048681,Forecasting,56.8
CAND_0048683,LLMs,40.8
CAND_0048683,MLOps,34.9
CAND_0048684,BentoML,44.5
CAND_0048685,LLMs,29.7
CAND_0048688,Data Science,55.6
CAND_0048693,MLOps,68.8
CAND_0048696,OpenCV,64.0
CAND_0048698,Reinforcement Learning,70.0
CAND_0048698,Deep Learning,48.7
CAND_0048699,ASR,45.1
CAND_0048700,Time Series,57.7
CAND_0048714,YOLO,28.9
CAND_0048718,BentoML,37.3
CAND_0048718,Forecasting,71.5
CAND_0048724,Weights & Biases,59.2
CAND_0048741,Time Series,63.6
CAND_0048764,Time Series,48.2
CAND_0048772,YOLO,45.7
CAND_0048774,Recommendation Systems,73.5
CAND_0048774,YOLO,59.5
CAND_0048775,Kubeflow,47.6
CAND_0048779,CNN,35.5
CAND_0048779,OpenCV,42.9
CAND_0048779,LLMs,31.0
CAND_0048781,BentoML,35.1
CAND_0048786,CNN,38.8
CAND_0048786,ASR,64.9
CAND_0048789,Time Series,59.8
CAND_0048801,CNN,50.7
CAND_0048806,BentoML,43.9
CAND_0048806,Weaviate,34.0
CAND_0048806,CNN,49.3
CAND_0048807,Kubeflow,64.1
CAND_0048807,TTS,69.0
CAND_0048814,GANs,46.7
CAND_0048814,Feature Engineering,72.0
CAND_0048814,TensorFlow,45.1
CAND_0048817,Weights & Biases,38.3
CAND_0048828,MLflow,61.2
CAND_0048830,LoRA,67.0
CAND_0048836,Weights & Biases,38.2
CAND_0048837,Time Series,39.1
CAND_0048842,Image Classification,20.9
CAND_0048849,ASR,53.0
CAND_0048862,Forecasting,80.8
CAND_0048862,Speech Recognition,60.8
CAND_0048862,Learning to Rank,84.4
CAND_0048862,MLflow,53.4
CAND_0048862,OpenCV,85.1
CAND_0048863,OpenCV,66.6
CAND_0048864,BM25,76.0
CAND_0048864,Computer Vision,59.2
CAND_0048866,Feature Engineering,66.9
CAND_0048878,Feature Engineering,44.4
CAND_0048882,Forecasting,60.9
CAND_0048882,Data Science,67.2
CAND_0048887,OpenCV,40.5
CAND_0048891,RAG,44.2
CAND_0048896,Time Series,21.1
CAND_0048898,Kubeflow,53.6
CAND_0048899,Data Science,61.6
CAND_0048900,Data Science,28.8
CAND_0048904,MLflow,47.4
CAND_0048904,Feature Engineering,48.8
CAND_0048905,Reinforcement Learning,49.9
CAND_0048906,Qdrant,74.0
CAND_0048922,ASR,67.3
CAND_0048926,Speech Recognition,61.5
CAND_0048926,Information Retrieval,57.4
CAND_0048926,QLoRA,74.2
