candidate_id,cert_order,name,issuer,year
CAND_0037259,1,Six Sigma Green Belt,ASQ,2022
CAND_0037260,1,Six Sigma Green Belt,ASQ,2020
CAND_0037260,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0037262,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037263,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0037263,2,Six Sigma Green Belt,ASQ,2024
CAND_0037271,1,Six Sigma Green Belt,ASQ,2024
CAND_0037274,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0037278,1,Six Sigma Green Belt,ASQ,2025
CAND_0037278,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0037279,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037279,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0037284,1,Six Sigma Green Belt,ASQ,2018
CAND_0037284,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0037289,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0037289,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0037294,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0037294,2,Six Sigma Green Belt,ASQ,2020
CAND_0037296,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0037307,1,Six Sigma Green Belt,ASQ,2021
CAND_0037307,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037311,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0037315,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0037316,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0037321,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0037321,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0037326,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0037326,2,AWS Certified Cloud Practitioner,AWS,2019
CAND_0037331,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037334,1,Six Sigma Green Belt,ASQ,2022
CAND_0037334,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0037338,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0037344,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037345,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0037345,2,Six Sigma Green Belt,ASQ,2024
CAND_0037346,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0037346,2,Six Sigma Green Belt,ASQ,2025
CAND_0037348,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0037348,2,Six Sigma Green Belt,ASQ,2020
CAND_0037356,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0037356,2,Scrum Master Certified,Scrum Alliance,2023
CAND_0037357,1,Six Sigma Green Belt,ASQ,2020
CAND_0037357,2,AWS Certified Cloud Practitioner,AWS,2022
CAND_0037364,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037371,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0037381,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0037387,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0037387,2,AWS Certified Cloud Practitioner,AWS,2019
CAND_0037412,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0037412,2,Six Sigma Green Belt,ASQ,2024
CAND_0037426,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0037427,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0037432,1,Six Sigma Green Belt,ASQ,2024
CAND_0037434,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037434,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0037436,1,Six Sigma Green Belt,ASQ,2022
CAND_0037438,1,Six Sigma Green Belt,ASQ,2023
CAND_0037438,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037443,1,Six Sigma Green Belt,ASQ,2025
CAND_0037443,2,Scrum Master Certified,Scrum Alliance,2019
CAND_0037447,1,Six Sigma Green Belt,ASQ,2025
CAND_0037447,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0037450,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0037452,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037455,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037456,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0037456,2,Six Sigma Green Belt,ASQ,2020
CAND_0037467,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0037480,1,Six Sigma Green Belt,ASQ,2019
CAND_0037480,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0037481,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0037484,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0037485,1,Six Sigma Green Belt,ASQ,2022
CAND_0037486,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037489,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0037489,2,Scrum Master Certified,Scrum Alliance,2018
CAND_0037491,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0037492,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0037492,2,Six Sigma Green Belt,ASQ,2022
CAND_0037507,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0037508,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0037509,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037509,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0037516,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0037516,2,Six Sigma Green Belt,ASQ,2020
CAND_0037519,1,Six Sigma Green Belt,ASQ,2025
CAND_0037519,2,Scrum Master Certified,Scrum Alliance,2019
CAND_0037531,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037531,2,Six Sigma Green Belt,ASQ,2024
CAND_0037533,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0037533,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0037541,1,Six Sigma Green Belt,ASQ,2025
CAND_0037544,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0037544,2,Six Sigma Green Belt,ASQ,2023
CAND_0037547,1,Six Sigma Green Belt,ASQ,2023
CAND_0037547,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037564,1,Six Sigma Green Belt,ASQ,2020
CAND_0037569,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0037571,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037573,1,Six Sigma Green Belt,ASQ,2025
CAND_0037573,2,Scrum Master Certified,Scrum Alliance,2019
CAND_0037583,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0037585,1,Six Sigma Green Belt,ASQ,2023
CAND_0037585,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0037588,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0037596,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0037596,2,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037605,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0037606,1,Six Sigma Green Belt,ASQ,2020
CAND_0037606,2,AWS Certified Cloud Practitioner,AWS,2019
CAND_0037608,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037608,2,Six Sigma Green Belt,ASQ,2019
CAND_0037609,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0037618,1,Six Sigma Green Belt,ASQ,2021
CAND_0037618,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0037619,1,Six Sigma Green Belt,ASQ,2024
CAND_0037630,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0037631,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0037632,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0037632,2,Six Sigma Green Belt,ASQ,2020
CAND_0037634,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0037634,2,Six Sigma Green Belt,ASQ,2022
CAND_0037636,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0037640,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037641,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037641,2,Scrum Master Certified,Scrum Alliance,2022
CAND_0037643,1,Six Sigma Green Belt,ASQ,2022
CAND_0037643,2,Scrum Master Certified,Scrum Alliance,2020
CAND_0037646,1,Six Sigma Green Belt,ASQ,2018
CAND_0037646,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0037649,1,Six Sigma Green Belt,ASQ,2022
CAND_0037649,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0037650,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037655,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0037655,2,Six Sigma Green Belt,ASQ,2018
CAND_0037656,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037660,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037660,2,AWS Certified Cloud Practitioner,AWS,2023
CAND_0037661,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0037661,2,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037663,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037663,2,Six Sigma Green Belt,ASQ,2021
CAND_0037664,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0037669,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037669,2,Six Sigma Green Belt,ASQ,2024
CAND_0037683,1,Six Sigma Green Belt,ASQ,2020
CAND_0037683,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037686,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0037687,1,Six Sigma Green Belt,ASQ,2018
CAND_0037696,1,Six Sigma Green Belt,ASQ,2024
CAND_0037699,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0037699,2,Six Sigma Green Belt,ASQ,2025
CAND_0037704,1,Six Sigma Green Belt,ASQ,2021
CAND_0037704,2,Scrum Master Certified,Scrum Alliance,2019
CAND_0037707,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0037716,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0037716,2,Six Sigma Green Belt,ASQ,2025
CAND_0037722,1,Six Sigma Green Belt,ASQ,2022
CAND_0037731,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037735,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0037737,1,Six Sigma Green Belt,ASQ,2020
CAND_0037739,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037741,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0037742,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0037748,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037749,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0037765,1,Six Sigma Green Belt,ASQ,2020
CAND_0037765,2,AWS Certified Cloud Practitioner,AWS,2023
CAND_0037778,1,Six Sigma Green Belt,ASQ,2021
CAND_0037783,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037783,2,Six Sigma Green Belt,ASQ,2024
CAND_0037784,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0037784,2,Six Sigma Green Belt,ASQ,2020
CAND_0037789,1,Six Sigma Green Belt,ASQ,2025
CAND_0037789,2,AWS Certified Cloud Practitioner,AWS,2023
CAND_0037792,1,Six Sigma Green Belt,ASQ,2024
CAND_0037792,2,AWS Certified Cloud Practitioner,AWS,2025
CAND_0037793,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0037796,1,Six Sigma Green Belt,ASQ,2021
CAND_0037798,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0037799,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0037799,2,Six Sigma Green Belt,ASQ,2018
CAND_0037800,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0037801,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0037823,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0037823,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0037825,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037825,2,Six Sigma Green Belt,ASQ,2019
CAND_0037827,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0037834,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0037837,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037837,2,AWS Certified Cloud Practitioner,AWS,2025
CAND_0037839,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0037839,2,Six Sigma Green Belt,ASQ,2018
CAND_0037843,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037843,2,AWS Certified Cloud Practitioner,AWS,2019
CAND_0037844,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0037846,1,Six Sigma Green Belt,ASQ,2020
CAND_0037846,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0037849,1,Six Sigma Green Belt,ASQ,2023
CAND_0037851,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0037857,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0037859,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0037859,2,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037861,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0037861,2,Scrum Master Certified,Scrum Alliance,2018
CAND_0037867,1,Six Sigma Green Belt,ASQ,2019
CAND_0037869,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0037874,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0037877,1,Six Sigma Green Belt,ASQ,2020
CAND_0037878,1,Six Sigma Green Belt,ASQ,2022
CAND_0037884,1,Six Sigma Green Belt,ASQ,2018
CAND_0037888,1,Six Sigma Green Belt,ASQ,2021
CAND_0037888,2,AWS Certified Cloud Practitioner,AWS,2023
CAND_0037892,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037895,1,Six Sigma Green Belt,ASQ,2023
CAND_0037895,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0037903,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0037910,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0037911,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0037911,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037914,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0037914,2,Six Sigma Green Belt,ASQ,2018
CAND_0037917,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0037917,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037921,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0037922,1,Six Sigma Green Belt,ASQ,2018
CAND_0037924,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0037929,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0037938,1,Six Sigma Green Belt,ASQ,2022
CAND_0037944,1,LangChain for LLM Application Development,DeepLearning.AI,2020
CAND_0037944,2,Google Cloud Professional ML Engineer,Google Cloud,2022
CAND_0037947,1,Six Sigma Green Belt,ASQ,2020
CAND_0037951,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037952,1,Six Sigma Green Belt,ASQ,2025
CAND_0037952,2,Scrum Master Certified,Scrum Alliance,2021
CAND_0037953,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0037953,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037956,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0037958,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0037970,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037970,2,Six Sigma Green Belt,ASQ,2018
CAND_0037975,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037975,2,Six Sigma Green Belt,ASQ,2020
CAND_0037980,1,NLP Specialization,Coursera/DeepLearning.AI,2022
CAND_0037980,2,Deep Learning Specialization,Coursera/DeepLearning.AI,2025
CAND_0037984,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0037985,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037985,2,Six Sigma Green Belt,ASQ,2023
CAND_0037988,1,Six Sigma Green Belt,ASQ,2018
CAND_0037988,2,AWS Certified Cloud Practitioner,AWS,2023
CAND_0037991,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0037991,2,AWS Certified Cloud Practitioner,AWS,2018
CAND_0037993,1,Six Sigma Green Belt,ASQ,2024
CAND_0037996,1,Six Sigma Green Belt,ASQ,2019
CAND_0037996,2,Scrum Master Certified,Scrum Alliance,2022
CAND_0038001,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0038003,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0038003,2,Six Sigma Green Belt,ASQ,2021
CAND_0038004,1,Six Sigma Green Belt,ASQ,2020
CAND_0038004,2,AWS Certified Cloud Practitioner,AWS,2025
CAND_0038005,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0038007,1,Six Sigma Green Belt,ASQ,2025
CAND_0038007,2,Scrum Master Certified,Scrum Alliance,2023
CAND_0038008,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0038008,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0038009,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0038009,2,Six Sigma Green Belt,ASQ,2025
CAND_0038010,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0038010,2,Six Sigma Green Belt,ASQ,2018
CAND_0038013,1,Six Sigma Green Belt,ASQ,2024
CAND_0038014,1,Six Sigma Green Belt,ASQ,2025
CAND_0038014,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0038023,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0038023,2,Six Sigma Green Belt,ASQ,2023
CAND_0038025,1,Six Sigma Green Belt,ASQ,2021
CAND_0038028,1,Six Sigma Green Belt,ASQ,2022
CAND_0038034,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0038034,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0038039,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0038039,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0038040,1,Six Sigma Green Belt,ASQ,2025
CAND_0038044,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0038044,2,Scrum Master Certified,Scrum Alliance,2019
CAND_0038045,1,Six Sigma Green Belt,ASQ,2022
CAND_0038048,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0038052,1,Six Sigma Green Belt,ASQ,2024
CAND_0038053,1,Six Sigma Green Belt,ASQ,2022
CAND_0038053,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0038061,1,Six Sigma Green Belt,ASQ,2020
CAND_0038063,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0038063,2,Scrum Master Certified,Scrum Alliance,2020
CAND_0038068,1,Six Sigma Green Belt,ASQ,2018
CAND_0038068,2,Scrum Master Certified,Scrum Alliance,2022
CAND_0038075,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0038075,2,Six Sigma Green Belt,ASQ,2022
CAND_0038078,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0038085,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0038085,2,Six Sigma Green Belt,ASQ,2023
CAND_0038091,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0038095,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0038095,2,Six Sigma Green Belt,ASQ,2018
CAND_0038100,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0038105,1,Six Sigma Green Belt,ASQ,2018
CAND_0038105,2,Scrum Master Certified,Scrum Alliance,2020
CAND_0038111,1,Six Sigma Green Belt,ASQ,2019
CAND_0038111,2,Scrum Master Certified,Scrum Alliance,2019
CAND_0038127,1,Six Sigma Green Belt,ASQ,2022
CAND_0038127,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0038131,1,Six Sigma Green Belt,ASQ,2019
CAND_0038131,2,AWS Certified Cloud Practitioner,AWS,2022
CAND_0038135,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0038136,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0038136,2,Six Sigma Green Belt,ASQ,2018
CAND_0038140,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0038140,2,AWS Certified Cloud Practitioner,AWS,2019
CAND_0038141,1,Six Sigma Green Belt,ASQ,2025
CAND_0038149,1,Six Sigma Green Belt,ASQ,2021
CAND_0038154,1,Six Sigma Green Belt,ASQ,2022
CAND_0038159,1,Six Sigma Green Belt,ASQ,2025
CAND_0038159,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0038162,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0038170,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0038175,1,Six Sigma Green Belt,ASQ,2025
CAND_0038175,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0038180,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0038185,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0038185,2,Scrum Master Certified,Scrum Alliance,2025
CAND_0038187,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0038187,2,AWS Certified Cloud Practitioner,AWS,2022
CAND_0038188,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0038196,1,AWS Certified Cloud Practitioner,AWS,2025
CAND_0038196,2,Scrum Master Certified,Scrum Alliance,2023
CAND_0038198,1,Six Sigma Green Belt,ASQ,2021
CAND_0038198,2,AWS Certified Cloud Practitioner,AWS,2022
CAND_0038204,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0038204,2,Six Sigma Green Belt,ASQ,2020
CAND_0038206,1,AWS Certified Machine Learning Specialty,AWS,2024
CAND_0038206,2,Deep Learning Specialization,Coursera/DeepLearning.AI,2022
CAND_0038207,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0038218,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0038218,2,Scrum Master Certified,Scrum Alliance,2022
CAND_0038219,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0038227,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0038227,2,Six Sigma Green Belt,ASQ,2022
CAND_0038229,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0038239,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0038252,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0038254,1,Six Sigma Green Belt,ASQ,2020
CAND_0038255,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0038255,2,AWS Certified Cloud Practitioner,AWS,2022
CAND_0038256,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0038262,1,Six Sigma Green Belt,ASQ,2022
CAND_0038262,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0038264,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0038265,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0038265,2,Six Sigma Green Belt,ASQ,2021
CAND_0038269,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0038269,2,Six Sigma Green Belt,ASQ,2020
CAND_0038272,1,AWS Certified Cloud Practitioner,AWS,2021
CAND_0038272,2,Six Sigma Green Belt,ASQ,2018
CAND_0038273,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0038274,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0038282,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0038282,2,Six Sigma Green Belt,ASQ,2024
CAND_0038292,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0038300,1,Scrum Master Certified,Scrum Alliance,2021
CAND_0038300,2,AWS Certified Cloud Practitioner,AWS,2018
CAND_0038302,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0038302,2,Six Sigma Green Belt,ASQ,2020
CAND_0038306,1,Six Sigma Green Belt,ASQ,2020
CAND_0038307,1,Scrum Master Certified,Scrum Alliance,2018
CAND_0038307,2,Six Sigma Green Belt,ASQ,2023
CAND_0038308,1,Six Sigma Green Belt,ASQ,2023
CAND_0038312,1,Six Sigma Green Belt,ASQ,2024
CAND_0038312,2,AWS Certified Cloud Practitioner,AWS,2021
CAND_0038316,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0038319,1,AWS Certified Cloud Practitioner,AWS,2019
CAND_0038320,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0038321,1,Six Sigma Green Belt,ASQ,2019
CAND_0038321,2,AWS Certified Cloud Practitioner,AWS,2024
CAND_0038323,1,Six Sigma Green Belt,ASQ,2020
CAND_0038323,2,AWS Certified Cloud Practitioner,AWS,2018
CAND_0038327,1,Six Sigma Green Belt,ASQ,2025
CAND_0038327,2,AWS Certified Cloud Practitioner,AWS,2023
CAND_0038328,1,Deep Learning Specialization,Coursera/DeepLearning.AI,2021
CAND_0038332,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0038334,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0038337,1,Six Sigma Green Belt,ASQ,2022
CAND_0038337,2,AWS Certified Cloud Practitioner,AWS,2020
CAND_0038346,1,Scrum Master Certified,Scrum Alliance,2022
CAND_0038352,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0038354,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0038357,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0038358,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0038360,1,Scrum Master Certified,Scrum Alliance,2020
CAND_0038365,1,Six Sigma Green Belt,ASQ,2020
CAND_0038369,1,Six Sigma Green Belt,ASQ,2019
CAND_0038370,1,Six Sigma Green Belt,ASQ,2020
CAND_0038370,2,AWS Certified Cloud Practitioner,AWS,2022
CAND_0038373,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0038373,2,Scrum Master Certified,Scrum Alliance,2019
CAND_0038377,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0038385,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0038385,2,Six Sigma Green Belt,ASQ,2019
CAND_0038388,1,Six Sigma Green Belt,ASQ,2018
CAND_0038388,2,Scrum Master Certified,Scrum Alliance,2020
CAND_0038391,1,Six Sigma Green Belt,ASQ,2022
CAND_0038403,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0038409,1,AWS Certified Cloud Practitioner,AWS,2024
CAND_0038411,1,Scrum Master Certified,Scrum Alliance,2025
CAND_0038412,1,AWS Certified Cloud Practitioner,AWS,2018
CAND_0038412,2,Six Sigma Green Belt,ASQ,2023
CAND_0038414,1,AWS Certified Cloud Practitioner,AWS,2020
CAND_0038416,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0038416,2,Six Sigma Green Belt,ASQ,2022
CAND_0038419,1,AWS Certified Cloud Practitioner,AWS,2023
CAND_0038426,1,Six Sigma Green Belt,ASQ,2018
CAND_0038426,2,Scrum Master Certified,Scrum Alliance,2022
CAND_0038428,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0038428,2,Scrum Master Certified,Scrum Alliance,2022
CAND_0038433,1,Six Sigma Green Belt,ASQ,2018
CAND_0038433,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0038441,1,Six Sigma Green Belt,ASQ,2022
CAND_0038448,1,Six Sigma Green Belt,ASQ,2025
CAND_0038452,1,Six Sigma Green Belt,ASQ,2023
CAND_0038452,2,AWS Certified Cloud Practitioner,AWS,2019
CAND_0038454,1,Scrum Master Certified,Scrum Alliance,2019
CAND_0038454,2,AWS Certified Cloud Practitioner,AWS,2018
CAND_0038456,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0038456,2,AWS Certified Cloud Practitioner,AWS,2025
CAND_0038462,1,Six Sigma Green Belt,ASQ,2021
CAND_0038462,2,Scrum Master Certified,Scrum Alliance,2024
CAND_0038463,1,Scrum Master Certified,Scrum Alliance,2023
CAND_0038465,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0038468,1,AWS Certified Cloud Practitioner,AWS,2022
CAND_0038469,1,Scrum Master Certified,Scrum Alliance,2024
CAND_0038469,2,AWS Certified Cloud Practitioner,AWS,2025
CAND_0038490,1,Six Sigma Green Belt,ASQ,2021
CAND_0038490,2,AWS Certified Cloud Practitioner,AWS,2019
